Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,279658.38
Extraction Timestamp,20250727_185443
Monthly Income,"12,000.00"
Total Investment Amount,"118,367.63"
Total Investment Final Value,"169,131.52"
Total Investment Profit After Tax,"24,222.45"
Effective Annual Return After Tax,2.84%
Weighted Monthly Payment (30 years),"8,918.92"
Weighted Cost (should be ~0),0.24
Weighted Investment Profit,"465,632.61"
Weighted Calculation Converged,Yes
