Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),168
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,274147.98
Extraction Timestamp,20250727_160502
Monthly Income,"12,000.00"
Total Investment Amount,"569,845.78"
Total Investment Final Value,"952,179.30"
Total Investment Profit After Tax,"188,117.96"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"7,818.72"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"446,154.37"
Weighted Calculation Converged,Yes
