Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),216
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,288258.62
Extraction Timestamp,20250727_170413
Monthly Income,"12,000.00"
Total Investment Amount,"866,971.39"
Total Investment Final Value,"1,849,123.77"
Total Investment Profit After Tax,"503,811.44"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"8,026.81"
Weighted Cost (should be ~0),-0.56
Weighted Investment Profit,"725,028.05"
Weighted Calculation Converged,Yes
