Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,328954.02
Extraction Timestamp,20250727_195439
Monthly Income,"12,000.00"
Total Investment Amount,"1,252,618.60"
Total Investment Final Value,"2,762,021.01"
Total Investment Profit After Tax,"783,538.24"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"7,213.71"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"627,381.19"
Weighted Calculation Converged,Yes
