Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),300
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,512351.43
Extraction Timestamp,20250727_192357
Monthly Income,"12,000.00"
Total Investment Amount,"1,951,135.28"
Total Investment Final Value,"5,059,068.58"
Total Investment Profit After Tax,"1,669,440.89"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"6,768.86"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"648,864.66"
Weighted Calculation Converged,Yes
