Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),168
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,276978.24
Extraction Timestamp,20250727_191525
Monthly Income,"12,000.00"
Total Investment Amount,"665,222.40"
Total Investment Final Value,"1,080,524.64"
Total Investment Profit After Tax,"203,579.94"
Effective Annual Return After Tax,3.05%
Weighted Monthly Payment (30 years),"7,347.76"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"350,777.62"
Weighted Calculation Converged,Yes
