Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),312
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,430232.11
Extraction Timestamp,20250727_192028
Monthly Income,"12,000.00"
Total Investment Amount,"2,001,392.43"
Total Investment Final Value,"5,680,408.60"
Total Investment Profit After Tax,"1,999,841.79"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"6,653.09"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"742,607.64"
Weighted Calculation Converged,Yes
