Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),336
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,627951.30
Extraction Timestamp,20250727_225205
Monthly Income,"12,000.00"
Total Investment Amount,"2,103,083.53"
Total Investment Final Value,"6,370,393.24"
Total Investment Profit After Tax,"2,349,714.05"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"7,339.66"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"928,916.45"
Weighted Calculation Converged,Yes
