Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),252
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,566300.56
Extraction Timestamp,20250728_093239
Monthly Income,"12,000.00"
Total Investment Amount,"1,344,533.63"
Total Investment Final Value,"2,848,011.98"
Total Investment Profit After Tax,"780,026.88"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"7,796.79"
Weighted Cost (should be ~0),0.39
Weighted Investment Profit,"679,466.76"
Weighted Calculation Converged,Yes
