Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),156
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,367185.83
Extraction Timestamp,20250728_110042
Monthly Income,"12,000.00"
Total Investment Amount,"400,034.90"
Total Investment Final Value,"597,080.78"
Total Investment Profit After Tax,"95,119.61"
Effective Annual Return After Tax,2.70%
Weighted Monthly Payment (30 years),"8,452.86"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"471,965.57"
Weighted Calculation Converged,Yes
