Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),300
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,285579.78
Extraction Timestamp,20250727_154857
Monthly Income,"12,000.00"
Total Investment Amount,"2,100,502.79"
Total Investment Final Value,"5,691,685.89"
Total Investment Profit After Tax,"1,936,768.35"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"5,694.33"
Weighted Cost (should be ~0),-0.87
Weighted Investment Profit,"499,496.34"
Weighted Calculation Converged,Yes
