Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),168
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,329420.63
Extraction Timestamp,20250727_152017
Monthly Income,"12,000.00"
Total Investment Amount,"423,743.75"
Total Investment Final Value,"722,621.43"
Total Investment Profit After Tax,"147,439.49"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"8,663.07"
Weighted Cost (should be ~0),0.51
Weighted Investment Profit,"592,256.76"
Weighted Calculation Converged,Yes
