Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),132
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,234885.93
Extraction Timestamp,20250727_162036
Monthly Income,"12,000.00"
Total Investment Amount,"149,211.15"
Total Investment Final Value,"226,407.50"
Total Investment Profit After Tax,"37,101.81"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"8,657.09"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"434,787.86"
Weighted Calculation Converged,Yes
