Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,434521.43
Extraction Timestamp,20250728_111603
Monthly Income,"12,000.00"
Total Investment Amount,"576,722.92"
Total Investment Final Value,"950,400.89"
Total Investment Profit After Tax,"184,229.12"
Effective Annual Return After Tax,2.93%
Weighted Monthly Payment (30 years),"8,551.87"
Weighted Cost (should be ~0),0.50
Weighted Investment Profit,"583,277.58"
Weighted Calculation Converged,Yes
