Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),324
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,818094.24
Extraction Timestamp,20250728_110834
Monthly Income,"12,000.00"
Total Investment Amount,"1,836,456.36"
Total Investment Final Value,"5,071,217.05"
Total Investment Profit After Tax,"1,760,566.99"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"8,410.19"
Weighted Cost (should be ~0),0.93
Weighted Investment Profit,"1,051,544.58"
Weighted Calculation Converged,Yes
