Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),312
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,422483.09
Extraction Timestamp,20250727_153538
Monthly Income,"12,000.00"
Total Investment Amount,"1,849,437.37"
Total Investment Final Value,"5,433,959.70"
Total Investment Profit After Tax,"1,954,018.34"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"7,088.94"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"894,562.78"
Weighted Calculation Converged,Yes
