Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),348
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,522074.54
Extraction Timestamp,20250727_153739
Monthly Income,"12,000.00"
Total Investment Amount,"2,493,420.89"
Total Investment Final Value,"7,814,274.37"
Total Investment Profit After Tax,"2,947,513.47"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"6,220.50"
Weighted Cost (should be ~0),0.40
Weighted Investment Profit,"682,579.50"
Weighted Calculation Converged,Yes
