Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1171819.83
Extraction Timestamp,20250728_102744
Monthly Income,"12,000.00"
Total Investment Amount,"1,213,838.77"
Total Investment Final Value,"4,693,669.06"
Total Investment Profit After Tax,"1,968,350.81"
Effective Annual Return After Tax,4.09%
Weighted Monthly Payment (30 years),"11,161.00"
Weighted Cost (should be ~0),0.72
Weighted Investment Profit,"2,106,161.95"
Weighted Calculation Converged,Yes
