Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),144
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,305245.75
Extraction Timestamp,20250727_173146
Monthly Income,"12,000.00"
Total Investment Amount,"326,481.20"
Total Investment Final Value,"472,408.29"
Total Investment Profit After Tax,"69,891.01"
Effective Annual Return After Tax,2.69%
Weighted Monthly Payment (30 years),"8,259.47"
Weighted Cost (should be ~0),0.32
Weighted Investment Profit,"401,519.12"
Weighted Calculation Converged,Yes
