Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),132
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,144937.91
Extraction Timestamp,20250727_190957
Monthly Income,"12,000.00"
Total Investment Amount,"369,561.40"
Total Investment Final Value,"544,837.89"
Total Investment Profit After Tax,"83,886.12"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"7,191.28"
Weighted Cost (should be ~0),0.82
Weighted Investment Profit,"214,439.43"
Weighted Calculation Converged,Yes
