Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),288
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,747479.46
Extraction Timestamp,20250728_085459
Monthly Income,"12,000.00"
Total Investment Amount,"1,424,240.27"
Total Investment Final Value,"3,492,200.54"
Total Investment Profit After Tax,"1,101,639.10"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"8,802.22"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"1,031,759.95"
Weighted Calculation Converged,Yes
