Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),336
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,1152516.85
Extraction Timestamp,20250727_235602
Monthly Income,"12,000.00"
Total Investment Amount,"1,179,991.34"
Total Investment Final Value,"3,770,551.54"
Total Investment Profit After Tax,"1,435,456.04"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"11,116.86"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"1,852,008.60"
Weighted Calculation Converged,Yes
