Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),132
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,302068.91
Extraction Timestamp,20250728_103148
Monthly Income,"12,000.00"
Total Investment Amount,"224,442.06"
Total Investment Final Value,"294,700.46"
Total Investment Profit After Tax,"32,904.68"
Effective Annual Return After Tax,2.15%
Weighted Monthly Payment (30 years),"8,336.88"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"359,558.23"
Weighted Calculation Converged,Yes
