Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),108
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,223855.40
Extraction Timestamp,20250728_090952
Monthly Income,"12,000.00"
Total Investment Amount,"47,205.92"
Total Investment Final Value,"53,102.53"
Total Investment Profit After Tax,"2,642.17"
Effective Annual Return After Tax,1.13%
Weighted Monthly Payment (30 years),"8,392.28"
Weighted Cost (should be ~0),0.88
Weighted Investment Profit,"280,352.72"
Weighted Calculation Converged,Yes
