Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),108
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,144961.12
Extraction Timestamp,20250727_181248
Monthly Income,"12,000.00"
Total Investment Amount,"54,558.94"
Total Investment Final Value,"70,940.75"
Total Investment Profit After Tax,"7,643.03"
Effective Annual Return After Tax,2.54%
Weighted Monthly Payment (30 years),"8,010.20"
Weighted Cost (should be ~0),-0.34
Weighted Investment Profit,"241,440.72"
Weighted Calculation Converged,Yes
