Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,303455.39
Extraction Timestamp,20250727_193436
Monthly Income,"12,000.00"
Total Investment Amount,"1,190,224.55"
Total Investment Final Value,"2,491,514.69"
Total Investment Profit After Tax,"669,366.13"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"7,041.68"
Weighted Cost (should be ~0),0.45
Weighted Investment Profit,"545,775.90"
Weighted Calculation Converged,Yes
