Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),144
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,207195.74
Extraction Timestamp,20250727_195025
Monthly Income,"12,000.00"
Total Investment Amount,"300,383.26"
Total Investment Final Value,"483,544.90"
Total Investment Profit After Tax,"88,964.02"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"8,218.65"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"427,616.56"
Weighted Calculation Converged,Yes
