Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,320816.79
Extraction Timestamp,20250727_183831
Monthly Income,"12,000.00"
Total Investment Amount,"743,034.32"
Total Investment Final Value,"1,255,554.68"
Total Investment Profit After Tax,"253,442.17"
Effective Annual Return After Tax,3.08%
Weighted Monthly Payment (30 years),"7,504.60"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"416,965.58"
Weighted Calculation Converged,Yes
