Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,440048.61
Extraction Timestamp,20250727_180520
Monthly Income,"12,000.00"
Total Investment Amount,"1,896,317.67"
Total Investment Final Value,"5,089,964.81"
Total Investment Profit After Tax,"1,721,205.40"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"6,746.02"
Weighted Cost (should be ~0),0.60
Weighted Investment Profit,"703,682.93"
Weighted Calculation Converged,Yes
