Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),168
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,299270.83
Extraction Timestamp,20250727_183748
Monthly Income,"12,000.00"
Total Investment Amount,"716,729.17"
Total Investment Final Value,"1,137,730.90"
Total Investment Profit After Tax,"205,665.98"
Effective Annual Return After Tax,2.90%
Weighted Monthly Payment (30 years),"7,147.87"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"299,270.84"
Weighted Calculation Converged,Yes
