Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),360
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,583604.46
Extraction Timestamp,20250727_225023
Monthly Income,"12,000.00"
Total Investment Amount,"2,569,790.25"
Total Investment Final Value,"8,383,838.07"
Total Investment Profit After Tax,"3,242,530.42"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"6,410.63"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"750,208.89"
Weighted Calculation Converged,Yes
