Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,349655.34
Extraction Timestamp,20250727_180058
Monthly Income,"12,000.00"
Total Investment Amount,"438,618.05"
Total Investment Final Value,"818,169.15"
Total Investment Profit After Tax,"189,768.27"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"9,000.42"
Weighted Cost (should be ~0),-0.63
Weighted Investment Profit,"721,381.33"
Weighted Calculation Converged,Yes
