Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),156
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,453822.24
Extraction Timestamp,20250727_225135
Monthly Income,"12,000.00"
Total Investment Amount,"176,782.96"
Total Investment Final Value,"258,276.65"
Total Investment Profit After Tax,"39,287.88"
Effective Annual Return After Tax,2.55%
Weighted Monthly Payment (30 years),"9,790.70"
Weighted Cost (should be ~0),0.10
Weighted Investment Profit,"695,217.14"
Weighted Calculation Converged,Yes
