Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),288
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,359495.59
Extraction Timestamp,20250727_180250
Monthly Income,"12,000.00"
Total Investment Amount,"1,965,887.59"
Total Investment Final Value,"4,975,887.98"
Total Investment Profit After Tax,"1,607,342.65"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"6,019.85"
Weighted Cost (should be ~0),0.46
Weighted Investment Profit,"490,112.88"
Weighted Calculation Converged,Yes
