Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.0
Loan Term (months),240
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,222691.13
Extraction Timestamp,20250727_154523
Monthly Income,"12,000.00"
Total Investment Amount,"1,490,499.03"
Total Investment Final Value,"3,242,930.46"
Total Investment Profit After Tax,"908,382.38"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"6,016.82"
Weighted Cost (should be ~0),-0.32
Weighted Investment Profit,"389,500.64"
Weighted Calculation Converged,Yes
