Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,589501.88
Extraction Timestamp,20250727_190618
Monthly Income,"12,000.00"
Total Investment Amount,"2,240,267.86"
Total Investment Final Value,"7,783,858.06"
Total Investment Profit After Tax,"3,108,109.26"
Effective Annual Return After Tax,3.74%
Weighted Monthly Payment (30 years),"7,230.08"
Weighted Cost (should be ~0),-0.57
Weighted Investment Profit,"1,079,731.57"
Weighted Calculation Converged,Yes
