Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),192
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,554948.32
Extraction Timestamp,20250727_180119
Monthly Income,"12,000.00"
Total Investment Amount,"346,793.76"
Total Investment Final Value,"647,841.37"
Total Investment Profit After Tax,"151,447.57"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"10,172.91"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"957,206.36"
Weighted Calculation Converged,Yes
