Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),300
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,341567.62
Extraction Timestamp,20250727_190028
Monthly Income,"12,000.00"
Total Investment Amount,"2,121,919.09"
Total Investment Final Value,"5,638,310.11"
Total Investment Profit After Tax,"1,893,065.29"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"5,768.82"
Weighted Cost (should be ~0),-0.79
Weighted Investment Profit,"478,080.12"
Weighted Calculation Converged,Yes
