Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,233103.56
Extraction Timestamp,20250727_172720
Monthly Income,"12,000.00"
Total Investment Amount,"555,169.83"
Total Investment Final Value,"1,051,732.29"
Total Investment Profit After Tax,"248,490.18"
Effective Annual Return After Tax,3.78%
Weighted Monthly Payment (30 years),"8,217.99"
Weighted Cost (should be ~0),0.90
Weighted Investment Profit,"604,831.07"
Weighted Calculation Converged,Yes
