Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,270050.58
Extraction Timestamp,20250728_102211
Monthly Income,"12,000.00"
Total Investment Amount,"71,482.37"
Total Investment Final Value,"84,701.86"
Total Investment Profit After Tax,"6,016.99"
Effective Annual Return After Tax,1.47%
Weighted Monthly Payment (30 years),"8,734.64"
Weighted Cost (should be ~0),-0.75
Weighted Investment Profit,"377,890.33"
Weighted Calculation Converged,Yes
