Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1054637.85
Extraction Timestamp,20250728_085219
Monthly Income,"12,000.00"
Total Investment Amount,"1,331,020.75"
Total Investment Final Value,"5,158,238.22"
Total Investment Profit After Tax,"2,164,018.10"
Effective Annual Return After Tax,4.09%
Weighted Monthly Payment (30 years),"10,585.70"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"1,988,979.06"
Weighted Calculation Converged,Yes
