Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),240
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,354330.98
Extraction Timestamp,20250727_154906
Monthly Income,"12,000.00"
Total Investment Amount,"1,394,969.82"
Total Investment Final Value,"2,954,220.14"
Total Investment Profit After Tax,"806,074.77"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"6,716.08"
Weighted Cost (should be ~0),0.08
Weighted Investment Profit,"485,030.26"
Weighted Calculation Converged,Yes
