Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),156
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,שפיצר
Total Monthly Payments,156
Total Mortgage Interest,346059.08
Extraction Timestamp,20250729_010733
Monthly Income,"12,000.00"
Total Investment Amount,"410,731.90"
Total Investment Final Value,"705,457.03"
Total Investment Profit After Tax,"144,713.03"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"8,030.59"
Weighted Cost (should be ~0),-0.61
Weighted Investment Profit,"461,267.49"
Weighted Calculation Converged,Yes
