Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,479290.23
Extraction Timestamp,20250727_173911
Monthly Income,"12,000.00"
Total Investment Amount,"2,160,865.47"
Total Investment Final Value,"7,898,391.86"
Total Investment Profit After Tax,"3,227,716.48"
Effective Annual Return After Tax,3.91%
Weighted Monthly Payment (30 years),"7,134.29"
Weighted Cost (should be ~0),0.38
Weighted Investment Profit,"1,159,134.91"
Weighted Calculation Converged,Yes
