Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),264
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,545262.91
Extraction Timestamp,20250727_171203
Monthly Income,"12,000.00"
Total Investment Amount,"1,115,305.04"
Total Investment Final Value,"2,763,241.80"
Total Investment Profit After Tax,"871,961.18"
Effective Annual Return After Tax,3.69%
Weighted Monthly Payment (30 years),"8,828.38"
Weighted Cost (should be ~0),-0.77
Weighted Investment Profit,"1,052,694.19"
Weighted Calculation Converged,Yes
