Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),312
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,435592.80
Extraction Timestamp,20250727_171533
Monthly Income,"12,000.00"
Total Investment Amount,"2,134,344.15"
Total Investment Final Value,"5,899,833.49"
Total Investment Profit After Tax,"2,041,882.03"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"6,265.90"
Weighted Cost (should be ~0),-0.11
Weighted Investment Profit,"609,655.74"
Weighted Calculation Converged,Yes
