Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),180
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,209793.21
Extraction Timestamp,20250727_183438
Monthly Income,"12,000.00"
Total Investment Amount,"578,480.18"
Total Investment Final Value,"1,098,444.92"
Total Investment Profit After Tax,"260,234.56"
Effective Annual Return After Tax,3.80%
Weighted Monthly Payment (30 years),"8,061.82"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"581,520.00"
Weighted Calculation Converged,Yes
