Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),228
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,575033.83
Extraction Timestamp,20250727_182348
Monthly Income,"12,000.00"
Total Investment Amount,"839,696.85"
Total Investment Final Value,"1,707,863.88"
Total Investment Profit After Tax,"445,576.58"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"9,099.46"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"896,302.26"
Weighted Calculation Converged,Yes
