Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),156
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,389749.58
Extraction Timestamp,20250727_164533
Monthly Income,"12,000.00"
Total Investment Amount,"274,867.87"
Total Investment Final Value,"420,522.33"
Total Investment Profit After Tax,"70,646.52"
Effective Annual Return After Tax,2.87%
Weighted Monthly Payment (30 years),"9,149.56"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"597,132.74"
Weighted Calculation Converged,Yes
