Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),240
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,540258.67
Extraction Timestamp,20250727_180726
Monthly Income,"12,000.00"
Total Investment Amount,"1,135,318.36"
Total Investment Final Value,"2,356,303.44"
Total Investment Profit After Tax,"630,045.03"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"8,179.87"
Weighted Cost (should be ~0),-0.83
Weighted Investment Profit,"744,680.81"
Weighted Calculation Converged,Yes
