Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),192
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,349296.73
Extraction Timestamp,20250727_185840
Monthly Income,"12,000.00"
Total Investment Amount,"823,880.52"
Total Investment Final Value,"1,459,472.37"
Total Investment Profit After Tax,"317,322.63"
Effective Annual Return After Tax,3.15%
Weighted Monthly Payment (30 years),"7,599.55"
Weighted Cost (should be ~0),-0.70
Weighted Investment Profit,"480,118.78"
Weighted Calculation Converged,Yes
