Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),168
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,352475.97
Extraction Timestamp,20250727_180038
Monthly Income,"12,000.00"
Total Investment Amount,"491,517.79"
Total Investment Final Value,"800,201.88"
Total Investment Profit After Tax,"151,424.38"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"8,375.29"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"524,482.59"
Weighted Calculation Converged,Yes
