Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),132
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,184985.55
Extraction Timestamp,20250727_191052
Monthly Income,"12,000.00"
Total Investment Amount,"226,763.20"
Total Investment Final Value,"345,289.06"
Total Investment Profit After Tax,"56,961.59"
Effective Annual Return After Tax,3.36%
Weighted Monthly Payment (30 years),"8,110.83"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"357,235.92"
Weighted Calculation Converged,Yes
