Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),216
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,317084.48
Extraction Timestamp,20250727_154711
Monthly Income,"12,000.00"
Total Investment Amount,"838,145.53"
Total Investment Final Value,"1,782,682.81"
Total Investment Profit After Tax,"484,439.24"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"8,207.31"
Weighted Cost (should be ~0),0.05
Weighted Investment Profit,"753,854.52"
Weighted Calculation Converged,Yes
