Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,267623.56
Extraction Timestamp,20250729_012546
Monthly Income,"12,000.00"
Total Investment Amount,"732,042.80"
Total Investment Final Value,"1,354,703.34"
Total Investment Profit After Tax,"310,890.51"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"7,172.77"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"427,956.91"
Weighted Calculation Converged,Yes
