Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),300
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,521418.14
Extraction Timestamp,20250727_194300
Monthly Income,"12,000.00"
Total Investment Amount,"1,911,894.74"
Total Investment Final Value,"4,978,514.46"
Total Investment Profit After Tax,"1,648,027.91"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"6,915.36"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"688,104.70"
Weighted Calculation Converged,Yes
