Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),4.5
Loan Term (months),192
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,361875.00
Extraction Timestamp,20250727_160457
Monthly Income,"12,000.00"
Total Investment Amount,"942,125.00"
Total Investment Final Value,"1,617,474.71"
Total Investment Profit After Tax,"335,679.24"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"7,120.74"
Weighted Cost (should be ~0),-0.68
Weighted Investment Profit,"361,874.32"
Weighted Calculation Converged,Yes
