Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),144
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,279864.57
Extraction Timestamp,20250727_154417
Monthly Income,"12,000.00"
Total Investment Amount,"203,966.09"
Total Investment Final Value,"325,371.58"
Total Investment Profit After Tax,"58,943.10"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"8,891.83"
Weighted Cost (should be ~0),0.30
Weighted Investment Profit,"524,034.21"
Weighted Calculation Converged,Yes
