Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,596119.57
Extraction Timestamp,20250727_230609
Monthly Income,"12,000.00"
Total Investment Amount,"2,519,700.76"
Total Investment Final Value,"8,262,407.79"
Total Investment Profit After Tax,"3,204,330.89"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"6,569.38"
Weighted Cost (should be ~0),0.70
Weighted Investment Profit,"800,299.94"
Weighted Calculation Converged,Yes
