Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),324
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,842314.99
Extraction Timestamp,20250727_192840
Monthly Income,"12,000.00"
Total Investment Amount,"1,550,318.35"
Total Investment Final Value,"4,575,320.46"
Total Investment Profit After Tax,"1,657,248.09"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"9,227.91"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"1,337,681.69"
Weighted Calculation Converged,Yes
