Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),204
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,413696.78
Extraction Timestamp,20250727_152224
Monthly Income,"12,000.00"
Total Investment Amount,"704,226.00"
Total Investment Final Value,"1,365,822.72"
Total Investment Profit After Tax,"335,074.92"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"8,613.40"
Weighted Cost (should be ~0),-0.63
Weighted Investment Profit,"743,773.37"
Weighted Calculation Converged,Yes
