Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),288
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,458416.65
Extraction Timestamp,20250727_192028
Monthly Income,"12,000.00"
Total Investment Amount,"1,570,723.81"
Total Investment Final Value,"4,172,772.12"
Total Investment Profit After Tax,"1,395,919.70"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"7,575.19"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"885,276.01"
Weighted Calculation Converged,Yes
