Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),192
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,451863.67
Extraction Timestamp,20250727_194029
Monthly Income,"12,000.00"
Total Investment Amount,"567,460.44"
Total Investment Final Value,"1,025,971.29"
Total Investment Profit After Tax,"229,605.12"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"8,965.40"
Weighted Cost (should be ~0),0.31
Weighted Investment Profit,"736,539.87"
Weighted Calculation Converged,Yes
