Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),144
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,132359.39
Extraction Timestamp,20250727_163537
Monthly Income,"12,000.00"
Total Investment Amount,"450,311.71"
Total Investment Final Value,"713,628.19"
Total Investment Profit After Tax,"127,657.15"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"7,237.51"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"277,688.76"
Weighted Calculation Converged,Yes
